Name,Location,Price,Image,Description,Details,General,,
House / Villa - 3 Bedrooms - 350 m²,"Belle Vue Harel, North","Rs 28,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_350_m2-NIzsLa5cX45z62a6.jpg,"French immo consulting presents you for local sale (only to Mauritian citizens)
Hillside Bellevue Mapou Estate
Private and secure with gate and guardian 24/24
Description
3 bedrooms
3 bathrooms
Large living room
Kitchen
2 blinds
Parking 5 cars
Garage
Land 1134 m2 plus swimming pool
Generator
Selling price Rs 28 million plus fees","Land surface
1134 m²
Interior surface
350 m²
Swimming pool
Private pool","Close to bus stop
Freehold land
Located in a private morcellement
Located in a residential complex",,
House / Villa - 4 Bedrooms - 348 m²,"Albion, West","Rs 8,500,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_348_m2-pUNxvj3Ju1ri24a7.jpg,"Large house on the heights of Albion with sea views.
House of 4 bedrooms, large living and dining room, open kitchen, 2 bathrooms and 3 toilets, TV room, terrace and balcony.
New and unfurnished house.
Located in a quiet morcellement and good reputation.
Negotiable price","Land surface
604.07 m²
Interior surface
348.38 m²","Access for disabled people
Close to bus stop
Close to clinic
Close to golf course
Close to hospital
Close to school
Close to shops
Freehold land
Mountain view
Pets allowed
Sea view
Suited to the elderly",,
House / Villa - 5 Bedrooms - 750 m²,"Floréal, Center","Rs 70,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_750_m2-Dji65bBFTbHI6f79.jpg,"Exceptional space for you in this very well maintained colonial style house with lots of character and enjoying a prime location in Floreal! Offers generous size living areas, a practical and bright open plan kitchen, 5 bedrooms, 4 bathrooms, a family/TV room and a very large verandah ideal for entertaining and which offers a view on a lovely matured garden. Also includes an automatic gate and a double garage. A home for the best of your life!","Land surface
5500 m²","Located in a residential complex
Mountain view
Sea view",,
House / Villa - 3 Bedrooms - 347 m²,"Grand Bay, North","Rs 49,633,647",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_347_m2-dRNcxAePRb9d458b.jpg,"Nestenn offers this 3-bed villa in a residential complex with many facilities.
NO AGENCY FEES. RES SCHEME. ACCESSIBLE TO FOREIGNERS.
This RES villa is located 2 minutes from Grand Bay, in a gated residence with spa, kids club and cafe.
The living and dining room opens to the terrace and swimming pool with a pool beach area of 35 sqm, there is an open plan kitchen and a 18 sqm bedroom with ensuite bathroom with shower and a second bedroom of 10 sqm with separate bathroom.
The residence is secured with a watchman and 24 hr security, there are common generators and water tanks. Outdoor parking spaces are available throughout the complex.
The owners will have access to all the infrastructure including a communal swimming pool, spa, bowling alley, gym, lounge and gardens.
A free shuttle is available several times per day to the private beach club, as well as the shopping malls.","Land surface
700 m²
Interior surface
347 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Indoor spa
Located in a residential complex
Pets allowed",,
House / Villa - 4 Bedrooms - 285 m²,"Curepipe, Center","Rs 10,700,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_285_m2-0tOqe8pc2FFX5815.jpg,"Nestenn offers this big house of 4 bedrooms located in a sought after area of Curepipe.
This house of 285 m² on a plot of land of 657 m² offer big living spaces with a high ceiling and a fireplace, a spacious kitchen and 4 spacious bedrooms.
He house also offers two covered terraces, one located on the first floor and one located on the ground floor, they both face the beautiful and big garden.
Small renovation works are required.
The house is located not far from the botanical garden.","Land surface
657 m²
Interior surface
285 m²","Close to bus stop
Close to hospital
Close to school
Close to shops
Freehold land",,
House / Villa - 3 Bedrooms - 337 m²,"Bel Ombre, South","Rs 98,780,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_337_m2-mOuQTXnrGjd75173.jpg,"Nestenn offers you this 3-bedroom villa located in a prestigious estate in Bel Ombre.
IRS REGIME. ACCESSIBLE TO FOREIGNERS. RESIDENCE PERMIT UPON ACQUISITION.
Built on a plot of 1,529 m², this classical style villa of 337 m² offers a 3 bedrooms on two floors.
Well oriented, with no direct neighbours to its right, this villa enjoys a high level of privacy. This villa benefits from a privileged location, slightly elevated, with a view of the golf course.
The villa has large living spaces including an entrance hall, a living and dining room, an open kitchen, three bedrooms including one en suite. The spacious exterior and pool area offer a magnificent view of the garden.
The night part includes 3 bright and comfortable bedrooms with their bathroom and dressing room.
The villa is equipped with a garage for one car, a bathroom for guests and a covered terrace.
This villa also offers a private garden at the back of the villa, a shady and protected space that you will love.
The purchase of a residence unlocks a number of exclusive benefits and provides access to a wide range of world-class facilities:
- Heritage C Beach Club - the island's number one beach club
- 2 five-star Heritage Hotels
- The Heritage Golf Club is an 18-hole championship course that has been recognised as the best course in the Indian Ocean for 4 consecutive years. It was the first to host the Afrasia Bank Mauritius Open, the biggest international golf event in Mauritius.
- 3 sports centres and 2 spas
- 12 restaurants
- The 1,300 hectare Heritage Nature Reserve with natural waterfalls.
- Many sports and leisure activities are easily accessible directly by golf cart, including kite surfing, snorkelling, swimming, hiking, cycling, mountain biking and quad biking
along the trails.
It is no wonder that this beautiful estate won the award for Africa's Best Residential Development and Africa's Best Safe Home at the International Property Awards.","Land surface
1529 m²
Interior surface
337 m²
Swimming pool
Private pool","Close to golf course
Close to shops
Fitness room
Freehold land
Fully equipped
Indoor spa
Located in a residential complex
Pets allowed
Sea access
Tennis court",,
House / Villa - 5 Bedrooms - 320 m²,"Floréal, Center","Rs 12,800,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_320_m2-2OpbOoEVPLm8ac37.jpg,"Nestenn offers you this villa with character of 320 m² at the heart of Floréal.
This property holds a spacious terrace and inside living areas with a bar corner and a small wine cave. The kitchen is at the center of the house, opening of the TV area and the living spaces.
On the ground floor the left aisle is a large living and bedroom area with its own terrace and en-suite bathroom.
The other 4 bedrooms are on the level above with 3 bedrooms sharing a common bathroom and the master bedroom with a dressing area and its en-suite bathroom.
The outside of the property has 2 convenient parking spaces with a direct access on the garden.","Land surface
672 m²
Interior surface
320 m²","Close to shops
Freehold land
Pets allowed",,
House / Villa - 5 Bedrooms - 334 m²,"Tamarin, West","Rs 102,124,500",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_334_m2-46gVBAFM82hB5882.jpg,"Nestenn offers this luxurious 5-bed villa beneath the mountain of La Tourelle in a sought after region.
NO AGENCY FEES. PDS SCHEME. ACCESSIBLE TO FOREIGNERS. SALE IN VEFA. RESIDENCE PERMIT AT THE ACQUISITION.
This property of 334m² on a land of 1604m² benefits from a modern and ecological architecture. The living area comprises a kitchen and a lounge open to the outdoor terrace facing the pool and the well manicured garden.
The night area comprising of 5 bedrooms is well situated in the villa with easy access to the living area. The master bedroom has a dressing area with a private bathroom open to the outdoor terrace and pool.
The villa also has an entrance porch, 2 outside parking and a garage space for 2 cars.","Land surface
1604 m²
Interior surface
334 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to school
Close to shops
Fitness room
Freehold land
Fully equipped
Located in a residential complex
Mountain view
Pets allowed",,
House / Villa - 5 Bedrooms - 150 m²,"Blue Bay, South","Rs 15,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_150_m2-seWpSkkvJVIk2ea1.jpg,"Nestenn offers this 5 bedroom family home, located approximately 250 m from the beach in Blue Bay.
On a fully owned plot of 600m², this house offers on the ground floor: a terrace, a living and dining area, and a fully equipped kitchen. There are also two bedrooms on the ground floor sharing a common bathroom.
On the first floor there is a small kitchen and three bedrooms with a shared bathroom.
This house is also ideal for an investment project, as you have the possibility to rent the house in two parts; since the ground and first floor has their own access.","Land surface
600 m²
Interior surface
150 m²","Close to bus stop
Close to golf course
Close to shops
Freehold land",,
House / Villa - 3 Bedrooms - 238 m²,"Bel Ombre, South","Rs 48,492,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_238_m2-fXTMO8cyDibc552e.jpg,"Nestenn proposes this luxurious renovated 3-bed villa in a prestigious golf estate with beach access.
IRS SCHEME. ACCESSIBLE TO FOREIGNERS. RESIDENCE PERMIT UPON PURCHASE.
In the midst of an internationally acclaimed golf course, this 3 bedroom villa holds the promise of an extraordinary lifestyle.
Located on a plot of 700 m² this already built villa offers a beautiful view on the luxurious vegetation, a stream and all the advantages of this prestigious estate. The owners can also benefit from more than 6000 m² of common landscaped garden just in front of the villa.
This double story of 238 m² benefits from large connected living spaces comprising of a modern kitchen, a dining area, a lounge and a tv room opening on the outside covered terrace and the private pool.
The night area of this spacious villa has 3 bedrooms, all with en-suite bathrooms. The villa offers two master bedrooms with walk-in dressings and spacious bathrooms including an independent toilet, a bathtub and an outside shower.
With the private pool, the gazebo, transats for hours of daydreaming and the luxurious veranda, this villa has everything exceptional. The delights of the villa don't end there, and there are also the spacious, luminous and attractive interiors who have been recently renovated.
The architecture of the villa is perfect and the choice of colors brings light and purity. The kitchen with its bar and premium appliances makes meal or drink preparation fun and easy. A back kitchen is equipped with a sink, a dishwasher and a laundry machine. The villa has one automatic garage.
Located in a calm and sought after area of the estate, this villa is perfect to relax and enjoy the warm climate of Mauritius and the sweet lifestyle of Bel Ombre.
The villa is sold fully furnished, a golf cart is included as well as a lifestyle membership to enjoy the facilities of the hotels.
The acquisition of a residence unlocks a number of exclusive benefits:
- Permanent residence permit with the purchase.
- privileged access to two 5* hotels.
- access a beach club, 3 sport centers and 12 restaurants.
- a 18 holes international championship golf, a private nature reserve of 1,500 hectare with natural waterfalls.","Land surface
700 m²
Interior surface
238 m²
Swimming pool
Private pool","Close to golf course
Close to shops
Fitness room
Freehold land
Indoor spa
Located in a residential complex
Pets allowed
Sea access
Tennis court",,
House / Villa - 1 Bedroom - 116 m²,"Grand Bay, North","Rs 20,414,737",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_1_bedroom_116_m2-i5aITV8A5j7Yf1af.jpg,"Nestenn offers this 1-bed luxurious villa in a sought after estate. PDS SCHEME
NO AGENCY FEES. PDS SCHEME. ACCESSIBLE TO FOREIGNERS. OFF-PLAN PURCHASE.
Located in a sought after residence this high-tech villa has a 20 m² bedroom with king size bed and 50' television, a dressing room, a bathroom with jacuzzi for 2 people and shower, an equipped American kitchen opening onto a lounge/dining room, a deck leading to a private heated swimming pool and a sauna. Home automation is present with a change of atmosphere, light and sound system. An office, a barbecue area and a laundry room complete this property. It is fully furnished.
The residence is secured by a security guard and 24-hour security, there are common generators and water tanks. Outdoor parking spaces are available throughout the complex. A free shuttle bus is available several times a day to the private beach club ""La Plage"" located in Trou-aux-Biches, as well as to shopping centres.
The owners will have access to all the infrastructure of a nearby complex including a communal swimming pool, spa, bowling alley, gym, lounge and gardens.
Residence permit upon acquisition.
Can be a good rental investment.","Land surface
N.S
Interior surface
116 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Indoor spa
Located in a residential complex",,
House / Villa - 3 Bedrooms - 220 m²,"Grand Bay, North","Rs 31,132,500",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_220_m2-Xw18fTynExKQd134.jpg,"Accessible to foreigners. RES RESALE. This RES villa is located within Le Clos du Littoral, 2 minutes from Grand Bay, in a gated residence with spa, and upcoming common pool, kids club and cafe. This ground floor property os 300 sqm offers plenty of indoor and outdoor spaces. The living and dining room opens to the 58 sqm terrace and 30sqm swimming pool. There is a modern open plan kitchen as well as an outdoor kitchen and a utility room in addition to an office. The 3 bedrooms have adjoining bathrooms opening onto green space. The garden welcomes a kiosk and a garden shed. The garage is big enough for 2 cars and welcomes also a store area. The residence is secured with a watchman and 24 hr security, there are common generators and water tanks. Outdoor parking spaces are available throughout the complex. A free shuttle is available several times per day to the private beach club “La Plage” found in Trou-aux-Biches, as well as the shopping malls. For more information, contact us today on 260... or 5477... or 5989....","Land surface
505 m²
Interior surface
220 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Indoor spa
Located in a residential complex
Pets allowed",,
House / Villa - 4 Bedrooms - 275 m²,"Beau Champ, East","Rs 82,725,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_275_m2-ROSnT0tf8Pofe2aa.jpg,"Nestenn offers this beautiful 4-bed villa combining modern designs located in a unique and prestigious Golf estate.
NO AGENCY FEE. OFF-PLAN PURCHASE . IRS SCHEME. ACCESSIBLE TO FOREIGNERS.
This villa combines modern design and refined lines. This property has been designed to perfectly blend in the estate’s lush environment and to make the most of tropical living.
The spacious bright and airy interior opens onto the exceptional terrace boasting splendid views of the landscaped garden and the private swimming pool.
The four bedrooms all have private en suite bathrooms.
The kitchen, with a contemporary breakfast bar and premium appliances, makes meal or drink preparation fun and easy. An outdoor kitchen is ideal for fish cooking and a spacious laundry is located at the back of the kitchen.
Every little detail has been thought through, the villa offers storage rooms, a staff or guest toilet, an outdoor shower, a kitchen yard and a double carport garage, just to mention some of the many other extras.
Delivery within 18 months.
When you purchase a property in this prestigious estate you will benefit from an array of services and facilities:
- 2 five star resorts
- 9 restaurants offering various dining experience
- 2 golf courses
- 2 exclusive beaches, including one on Ile aux Cerfs
- A fitness center
- Main swimming pool
- Tennis courts and sport activities
- Boat house services","Land surface
1820 m²
Interior surface
275 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Indoor spa
Located in a residential complex
Pets allowed
Sea access
Tennis court",,
House / Villa - 4 Bedrooms - 400 m²,"Floréal, Center","Rs 30,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_400_m2-wrUpW4Jn067R65d0.jpg,"Nestenn offers this 4-bed villa with private pool and garden in a sought after residential area in the center of the island.
This semi-furnished villa with a wooden accent inside is on a plot of 2965sqm benefits from a bright and airy living area comprising of a fully equipped kitchen, a cosy dining area and a furnished lounge - all open on the covered veranda facing the pool and the garden. The chimney gives a vintage look to the property.
The pool area with its wooden decking in the well manicured garden is ideal to enjoy good moments with the family or even host poolside events.
The night area hosts 4 bedrooms with their private en-suite bathroom. An en-suite bedroom is located on the ground floor with access to the garden and pool. Upstairs, you will find of 3 bedrooms ; the master en-suite bedroom has a bathtub layout within with stunning views over the mountains.
The property also benefits from a garage for 2 cars and 2 parking spaces allocated to it.
This property is ideally close to a good road network and shops.","Land surface
2965.58 m²
Interior surface
400 m²
Swimming pool
Private pool","Close to bus stop
Close to hospital
Close to shops
Freehold land
Mountain view
Pets allowed",,
House / Villa - 5 Bedrooms - 480 m²,"Beau Vallon, South","Rs 24,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_480_m2-5DlJrGf2o2Pb78c8.jpg,"Nestenn offers this high standing 5-bed villa located in Beau Vallon.
This recently constructed villa offers luxury, confort and big living spaces.
The architectural design makes it a dream house located only 5' from Blue Bay beach and 10' from the airport.
This exceptional property stands out for its high quality construction.
The villa is characterized by its large spaces and terraces, as well as for its huge windows that, in addition to providing abundant natural light, let you enjoy the stunning views.
The house stands on a plot of 731 m² facing south and features a splendid terrace where a fabulous pool and pool house is located.
This villa has 5bedrooms and 5 bathrooms, as well as spacious living spaces, play rooms and stores. The rooftop access provides a beautiful view on the Lion Mountain and promise enjoyable moments at sunset.
The house also features a main kitchen and a secondary kitchen nearly as nice as the main one fully equipped with all requires electronics, a washing area and a garage.
For more information and to arrange a visit with our team, contact us today at 260... or 5477....","Land surface
731 m²
Interior surface
480 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Freehold land
Mountain view",,
House / Villa - 3 Bedrooms - 195 m²,"Bain Boeuf, North","Rs 8,900,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_195_m2-klFd9TdBFKFva210.jpg,"Nestenn offers this semi-furnished 4-bed house in a sought after region.
The house on 2 levels benefits from a open living space on the ground floor comprising of a fully equipped open kitchen, a living/dinning area. The ground floor also consists of an office space that can be converted into a bedroom, a guest bathroom and a storage space.
The first floor hosts the night area with the other 3 bedrooms. The master bedroom has its private attached bathroom and the other 2 bedrooms shares the guest bathroom on the ground floor.
The property is located at walking distance to the beach.","Land surface
300 m²
Interior surface
195 m²","Access for disabled people
Close to bus stop
Close to shops
Freehold land
Fully equipped",,
House / Villa - 3 Bedrooms - 167 m²,"Grand Bay, North","Rs 22,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_167_m2-nxdmFPooK6lP8cd7.jpg,"MyKeys Realty offers for sale this beautiful single storey family villa located in Grand Bay. The property of 167m2 welcomes you in contemporary living spaces including a fully equipped kitchen, 3 bedrooms including 1 en suite and 2 bathrooms. Outside you will benefit from a 240m2 plot of land with private pool and a double garage. The property is equipped with a solar water heater and an alarm. Contact Remy to know more about this opportunity.","Land surface
240 m²
Swimming pool
Private pool","Close to bus stop
Close to school
Close to shops
Fully equipped",,
House / Villa - 4 Bedrooms - 420 m²,"Péreybère, North","Rs 118,980,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_420_m2-XzNBijIGSV0ma285.jpg,"Nestenn offers this 4 bedrooms villa close to the beach in a secure residence.
This modern and furnished villa offers a living space including an open plan kitchen, a dining room and a lounge. The living area opens onto the terrace which offers a second living room, dining room and overlooks the large garden and pool.
The sleeping area has 4 en-suite bedrooms with dressing rooms and air conditioning.
A laundry room, a guest toilet and a garage with two cars are available.
This villa is located in a secure residence which offers a communal gym and is close to all facilities and the beach.","Land surface
1159 m²
Interior surface
420 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Fitness room
Freehold land
Fully equipped
Located in a residential complex
Pets allowed
Sea access",,
House / Villa - 3 Bedrooms - 242 m²,"Cap Malheureux, North","Rs 43,526,850",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_242_m2-xgt8nno9RNuo35b4.jpg,"Nestenn offers this 3- bed deluxe villa in a domain of Cap Malheureux.
NO AGENCY FEE. PDS SCHEME. OFF-PLAN PURCHASE. ACCESSIBLE TO FOREIGNERS.
This deluxe villa of 242m² offers a large open space comprising of the living room/dining are of 47m² and fully equipped kitchen of 14m² - opening on the covered terrace of 28m² facing the pool.
The pool area is ideal to spend some good time with the family while enjoying the tropical weather. A kiosk and pool house is also part of the pool area.
The night area comprises of 3 air conditioned bedrooms. The luxurious master bedroom of 47m² has an en-suite bathroom of 13m², a walking closet of 5m² and an outdoor shower of 12m². The other 2 bedrooms of 13m² each has a private attached bathroom and opens on the backyard garden.
The villa benefits also a study, a guest washroom, laundry room and a double garage.
Located along the north coast of Mauritius, this project covers an area of over 22 hectares and is surrounded by an environmentally friendly environment with several varieties of plants and trees and a 1.5 km fresh water canal. The project also includes a commercial village accessible by your own kayak as well as 24/7 medical assistance, a pharmacy, a mini supermarket, a bakery, various shops, a swimming pool, a gym, a concierge, a kids club and a spa.
Residence permit upon acquisition.","Land surface
660 m²
Interior surface
242 m²
Swimming pool
Private pool","Close to bus stop
Close to shops
Fitness room
Freehold land
Indoor spa
Located in a residential complex",,
House / Villa - 4 Bedrooms - 270 m²,"Riambel, South","Rs 15,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_270_m2-oLKDKRY7fV8U2d64.jpg,"Nestenn offers this 4-bed house with swimming pool and a beautiful garden.
This property of 270 m² on a plot of 808.72 m² has a large living area and a separate fully equipped kitchen with its dining room on the ground floor.
There is also a night area on the ground floor with one bedroom sharing the guest bathroom and it opens to the pool.
The large swimming pool is ideal to spend some good moments with the family.
Upstairs is hosts the night area with 3 bedrooms; the master bedroom has its en-suite bathroom. The master bedroom opens onto a large terrace.
There is also laundry room, an outdoor kitchen and veranda with bbq space on the property
A garage for one car is available and the house is located 100m from the beach and is close to all facilities.","Land surface
808.72 m²
Interior surface
270 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to shops
Freehold land
Fully equipped
Mountain view
Pets allowed
Sea view",,
House / Villa - 3 Bedrooms - 185 m²,"Cap Malheureux, North","Rs 21,204,474",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_185_m2-QWNerKJp0WZMe473.jpg,"Nestenn offers this 3-bed single storey villa with private pool. PDS SCHEME.
NO AGENCY FEES. PDS SCHEME. ACCESSIBLE TO FOREIGNERS. OFF-PLAN PURCHASE.
In a residence of 26 units, this modern property with a contemporary architecture gives pride of place to living spaces.
On the garden level, the 28 m2 covered terrace can accommodate a living room and a dining room and opens onto a 27 m2 pool deck and the private pool. A second living room serving as a TV room adjoins the open kitchen with central island.
The master bedroom has a walk-in closet and an en-suite bathroom - opening onto a small private interior garden.
The 2 other bedrooms have an adjoining bathroom.
A single garage, an outdoor parking space, a back kitchen, a laundry room and a guest toilet complete this property.
The residence is located at a strategic point of the island, close to the highway accesses and only a few minutes away from the beach, the center of Grand Bay and all the amenities, including the shopping centers.
This is the second real estate project of the developer who enjoys a good reputation on the island.
Residence permit for acquisition.","Land surface
331 m²
Interior surface
185 m²
Swimming pool
Private pool","Close to bus stop
Fitness room
Freehold land
Located in a residential complex
Pets allowed",,
House / Villa - 3 Bedrooms - 132 m²,"Péreybère, North","Rs 17,351,250",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_132_m2-0pBXvf4o7bqTf0cd.jpg,"Nestenn offers this 3-bed villa with private pool on the outskirts of Grand Bay
RES SCHEME. ACCESSIBLE TO FOREIGNERS
Located in Pereybere, near Grand Baie, this contemporary and well-equipped RES villa has an open-plan kitchen leading to an open living/dining room that overlooks the garden and private pool. The terrace is equipped to accommodate a second living space.
Three bedrooms, two bathrooms and a laundry room complete this property.
It is fully furnished.
A garage and outdoor parking spaces are available throughout the complex.
The residence is secured by a security guard and 24-hour security.","Land surface
250 m²
Interior surface
132 m²
Swimming pool
Private pool","Fitness room
Freehold land
Fully equipped
Located in a residential complex
Pets allowed",,
House / Villa - 5 Bedrooms - 478 m²,"Pointe d'Esny, South","Rs 14,000,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_478_m2-anDutlMIWJIodc62.jpg,"Nestenn offers this 5-bed house with private pool well located in Pointe d'Esny.
This big house has a little independent studio located on the ground floor with the pool as well as a pool house.
Located on the first level, the main house is composed of a big living room, a tv room, an American open kitchen and the access to a close parking with automated gates, a stairs brings you to the three main rooms with ensuite bathrooms located on the 2nd floor.
An additional room or office is located on the thirs floor with an access to the rooftop.","Land surface
532 m²
Interior surface
478 m²
Swimming pool
Private pool","Freehold land
Fully equipped
Pets allowed
Sea access",,
House / Villa - 3 Bedrooms - 220 m²,"Grand Bay, North","Rs 25,593,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_3_bedrooms_220_m2-JqwkQXCzSPOW896b.jpg,"Nestenn offers this 3-bed eco-villa in a residential estate with many facilities.
PDS SCHEME. NO AGENCY FEES. ACCESSIBLE TO FOREIGNERS. OFF PLAN SALE.
RESIDENCE PERMIT UPON ACQUISITION
This property has been designed to reduce energy needs: optimization of sunlight, natural ventilation, maximization of the insulation of the house, imitation of polluting materials, eco-labelled products... etc
On one level, it offers a main living room overlooking the private pool of 40.41 m² and the garden. This space of 71,55 m² hosts an American kitchen, a dining room and a living room.
The terrace has a deck and a 21.04 m² kiosk (optional) that can be converted into a living room, adding an extra touch of comfort to the garden.
The master bedroom has an en-suite bathroom and a large dressing room and opens onto the pool. The 2 other bedrooms share a bathroom.
A garage for 1 car, a storeroom and a laundry room complete this property.
The residence features a reception, a spa, a boat parking, a gym, a lounge club, a bowling alley and a Kids' Club as well as a landscaped park.
The developer has delivered numerous projects on the island.
Optional: solar panels to be completely autonomous in your electrical consumption.","Land surface
295 m²
Interior surface
220 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to shops
Fitness room
Freehold land
Indoor spa
Located in a residential complex",,
House / Villa - 5 Bedrooms - 203 m²,"Vacoas, Center","Rs 5,500,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_5_bedrooms_203_m2-uNNjsmHvE2PJ8def.jpg,"Nestenn offers this unfurnished 5-bed house of 203 m² on a plot of 210 m² located in the centre of Vacoas.
This house is composed of a ground floor including a living space with a separate kitchen and a balcony. There are also 2 bedrooms that share a bathroom.
Upstairs there are 3 bedrooms that share a bathroom, as well as a living area with a separate kitchen. It is ideal for long term rental.
Close to the centre and the metro station.","Land surface
210 m²
Interior surface
203 m²","Close to bus stop
Close to hospital
Close to school
Close to shops
Freehold land",,
House / Villa - 4 Bedrooms - 263 m²,"Cascavelle, West","Rs 29,500,000",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_4_bedrooms_263_m2-aTCy0pd3YZRQ5f8b.jpg,"Nestenn offers this single storey 4 bedroom villa with private pool.
SMART CITY REGIME. NO AGENCY FEES. ACCESSIBLE TO FOREIGNERS. RESIDENCE PERMIT AT THE ACQUISITION. OFF-PLAN SALE.
This property with a contemporary architecture offers a first living area including an American kitchen, a dining room and a living room - all open to a second living area with the covered terrace which hosts a living room and a dining room overlooking the private pool.
Two master bedrooms have terraces and walk-in closets and en-suite bathrooms - both overlooking the garden. The 3rd and 4th bedrooms share a bathroom that also serves the guests.
An awning, a utility room, a guest toilet and 2 parking spaces add to the comfort.","Land surface
N.S
Interior surface
263 m²
Swimming pool
Private pool","Close to bus stop
Close to golf course
Close to hospital
Close to school
Close to shops
Freehold land
Located in a residential complex
Pets allowed",,
House / Villa - 2 Bedrooms - 135 m²,"Pailles, Center","Rs 29,065,962",https://www.lexpressproperty.com/local/cache-intervention/L733xH498/jpg/photo-house_villa_2_bedrooms_135_m2-NEwyprb6MAL1b57b.jpg,"Nestenn offers this 2-bed villa in a natural setting with mountain view.
This villa has a large open living space that can host a dining area, a lounge - all open to the pool and garden. There is also a fitted kitchen.
The slated pool in the garden is the ideal place to enjoy the weather of the island. It is also the place to host outdoor dinners and lunches.
The night area has 2 en-suite bedrooms. The master bedroom has its en-suite bathroom with a dressing area.
The property also has 2 parking spaces and is located in a calm environment with several gastronomic restaurant.","Land surface
1017.29 m²
Interior surface
134.73 m²
Swimming pool
Private pool","Freehold land
Located in a residential complex
Mountain view",,
